kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
convolution.1.sm_52.ptx 44 : 16384 198144 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 43 : 16384 215232 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 42 : 16384 138464 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 41 : 16384 140256 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 40 : 16384 212352 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 39 : 16384 131552 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 62 : 16384 176352 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 159 : 16384 105056 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 38 : 16384 130848 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 61 : 16384 114080 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 84 : 12544 390992 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 37 : 16384 317024 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 60 : 16384 129920 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 83 : 12544 491960 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 36 : 16384 2186720 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 133 : 12544 90916 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 82 : 12544 92960 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 35 : 16384 2195552 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 132 : 12544 393820 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 45 : 16384 199680 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 46 : 16384 152576 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 47 : 16384 155712 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 48 : 16384 133536 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 49 : 16384 7772 0 0 0 0 0 0 124 
convolution.1.sm_52.ptx 51 : 15376 143488 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 52 : 15376 143792 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 53 : 15376 186116 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 54 : 15376 186820 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 85 : 12544 91840 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 86 : 12544 491316 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 87 : 12544 389032 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 88 : 12544 90860 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 89 : 12544 492660 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 90 : 12544 392728 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 91 : 12544 91196 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 92 : 12544 490952 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 93 : 12544 392168 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 94 : 12544 92288 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 95 : 12544 495264 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 96 : 12544 396088 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 97 : 12544 92148 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 98 : 12544 494480 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 99 : 12544 395556 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 100 : 12544 90160 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 101 : 12544 492688 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 102 : 12544 393596 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 103 : 12544 90636 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 104 : 12544 491512 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 105 : 12544 389564 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 106 : 12544 91140 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 107 : 12544 495880 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 108 : 12544 398132 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 109 : 12544 90608 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 110 : 12544 495880 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 111 : 12544 393148 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 112 : 12544 91140 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 113 : 12544 495796 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 114 : 12544 396032 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 115 : 12544 91196 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 116 : 12544 494536 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 117 : 12544 392476 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 118 : 12544 90692 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 119 : 12544 490980 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 120 : 12544 390712 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 121 : 12544 90916 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 122 : 12544 491512 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 123 : 12544 391216 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 124 : 12544 92064 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 125 : 12544 496160 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 126 : 12544 395472 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 127 : 12544 90832 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 128 : 12544 495068 0 0 0 448 448 0 0 
convolution.1.sm_52.ptx 129 : 12544 394856 0 448 448 0 0 0 0 
convolution.1.sm_52.ptx 130 : 12544 89796 0 0 0 0 0 0 0 
convolution.1.sm_52.ptx 131 : 12544 493948 0 0 0 448 448 0 0 
